    Step    Atoms         tot[4]       pairc[4]           f[4]         mvv[4]         Volume         KinEng 
   39100     1000     -546.70031     -440.94629              0     -105.75402           1000       22018118 
   39200     1000     -529.49994     -425.40592              0     -104.09402           1000       21960002 
   39300     1000     -549.64534     -443.32038              0     -106.32496           1000       21966299 
   39400     1000     -509.70091     -395.67702              0      -114.0239           1000       21846174 
   39500     1000     -569.03615     -467.65788              0     -101.37828           1000       21730818 
   39600     1000     -538.89125     -436.88814              0     -102.00311           1000       21764686 
   39700     1000     -514.57878     -409.46627              0     -105.11251           1000       21739971 
   39800     1000      -532.8242     -435.20609              0     -97.618111           1000       21731092 
   39900     1000     -560.25595     -448.65534              0     -111.60062           1000       21740847 
   40000     1000     -548.13544     -434.25961              0     -113.87583           1000       21706047 
   40100     1000     -561.77451     -451.17478              0     -110.59973           1000       21661866 
   40200     1000     -554.99481     -445.30356              0     -109.69125           1000       21667343 
   40300     1000     -556.10107     -435.50124              0     -120.59983           1000       21767114 
   40400     1000     -548.39569     -431.72504              0     -116.67065           1000       21801242 
   40500     1000     -597.52938     -479.94421              0     -117.58517           1000       21769685 
   40600     1000       -566.557     -461.77151              0     -104.78549           1000       21727277 
   40700     1000     -538.56016     -429.94893              0     -108.61123           1000       21845351 
   40800     1000     -543.81586     -424.15033              0     -119.66553           1000       21936673 
   40900     1000     -553.59545     -448.37456              0     -105.22089           1000       21890905 
   41000     1000     -573.04001     -463.89358              0     -109.14643           1000       21961173 
   41100     1000      -589.5347       -474.191              0     -115.34371           1000       22041939 
   41200     1000     -546.58011     -432.51028              0     -114.06983           1000       22041096 
   41300     1000     -554.91654     -444.34565              0     -110.57089           1000       22069815 
   41400     1000     -534.25427     -433.18468              0     -101.06959           1000       22020048 
   41500     1000     -525.15244     -425.13282              0     -100.01962           1000       22017998 
   41600     1000     -533.06412     -445.58315              0     -87.480969           1000       21983087 
   41700     1000     -488.54454     -392.36724              0       -96.1773           1000       21905115 
   41800     1000     -555.99505     -445.02114              0     -110.97391           1000       21982575 
   41900     1000     -541.07948     -423.45965              0     -117.61983           1000       21892690 
   42000     1000     -521.89681     -430.96716              0     -90.929648           1000       21764924 
   42100     1000     -530.82976     -421.90807              0     -108.92169           1000       21781219 
   42200     1000     -519.73777     -417.74603              0     -101.99173           1000       21787800 
   42300     1000     -517.62543     -412.56233              0      -105.0631           1000       21837694 
   42400     1000     -533.53464     -431.08096              0     -102.45367           1000       21824863 
   42500     1000     -568.69909     -449.69168              0     -119.00741           1000       21811458 
   42600     1000     -577.82603     -472.64184              0     -105.18419           1000       21920107 
   42700     1000     -591.23245     -465.02161              0     -126.21084           1000       22047961 
   42800     1000     -555.87907     -428.38693              0     -127.49214           1000       22146948 
   42900     1000     -567.16234     -446.16571              0     -120.99663           1000       21938951 
   43000     1000     -588.13662      -456.0233              0     -132.11332           1000       22010743 
   43100     1000      -544.1208     -441.31848              0     -102.80232           1000       22010679 
   43200     1000     -559.87933     -438.48385              0     -121.39549           1000       21913861 
   43300     1000     -544.87353     -440.90653              0       -103.967           1000       21834733 
   43400     1000     -543.99795     -444.43472              0      -99.56323           1000       21814799 
   43500     1000     -555.18635     -451.38297              0     -103.80338           1000       21712444 
   43600     1000     -573.18345     -458.75457              0     -114.42889           1000       21686326 
   43700     1000      -552.4156      -446.5881              0      -105.8275           1000       21842159 
   43800     1000     -533.38083     -415.30466              0     -118.07617           1000       21824639 
   43900     1000     -544.29084      -425.5458              0     -118.74504           1000       21786113 
   44000     1000     -556.20699     -439.56715              0     -116.63983           1000       21723664 
   44100     1000      -536.5162     -425.95639              0     -110.55982           1000       21734930 
   44200     1000     -556.67862     -455.46926              0     -101.20936           1000       21750214 
   44300     1000     -525.10726     -413.80361              0     -111.30365           1000       21801495 
   44400     1000      -539.1692     -441.30629              0     -97.862905           1000       21709703 
   44500     1000     -528.58484     -410.35926              0     -118.22558           1000       21854323 
   44600     1000     -552.55232     -455.49531              0      -97.05701           1000       21746117 
   44700     1000     -526.51341     -425.07855              0     -101.43486           1000       21678487 
   44800     1000      -550.4068      -436.4018              0       -114.005           1000       21707581 
   44900     1000     -562.31531     -454.19583              0     -108.11948           1000       21723054 
   45000     1000     -530.03095     -430.73396              0     -99.296988           1000       21612638 
   45100     1000     -521.68904     -408.34942              0     -113.33962           1000       21611799 
   45200     1000     -538.72529     -434.85154              0     -103.87375           1000       21740225 
   45300     1000     -534.07544     -424.04997              0     -110.02547           1000       21807663 
   45400     1000     -518.86918     -415.01441              0     -103.85477           1000       21907159 
   45500     1000     -554.06248     -435.78402              0     -118.27846           1000       22080996 
   45600     1000      -535.8562       -413.973              0      -121.8832           1000       21701478 
   45700     1000     -565.99725     -451.93489              0     -114.06236           1000       21784546 
   45800     1000     -575.23737     -471.32046              0     -103.91691           1000       21751895 
   45900     1000     -550.43277     -454.66424              0     -95.768526           1000       21634705 
   46000     1000     -519.28227     -420.62776              0     -98.654511           1000       21564655 
   46100     1000     -504.14113     -409.16339              0     -94.977747           1000       21677146 
   46200     1000     -526.90933     -429.64944              0     -97.259894           1000       21633090 
   46300     1000     -516.57411     -413.69015              0     -102.88397           1000       21584956 
   46400     1000     -529.33772     -425.02595              0     -104.31177           1000       21640457 
   46500     1000     -563.51309     -446.62689              0      -116.8862           1000       21750478 
   46600     1000     -563.51186      -460.3104              0     -103.20146           1000       21643282 
   46700     1000     -500.12096      -397.6805              0     -102.44047           1000       21719636 
   46800     1000     -524.95826     -422.73006              0     -102.22819           1000       21760469 
   46900     1000     -538.34037     -425.56611              0     -112.77426           1000       21729600 
   47000     1000     -564.98544     -439.20461              0     -125.78083           1000       21791593 
   47100     1000     -580.77371     -458.30564              0     -122.46807           1000       21777599 
   47200     1000     -578.87548     -465.54184              0     -113.33365           1000       22033223 
   47300     1000     -533.86439     -434.55096              0     -99.313429           1000       21732446 
   47400     1000     -523.69176     -415.87275              0     -107.81901           1000       21822508 
   47500     1000      -533.5914     -423.45713              0     -110.13427           1000       21910361 
   47600     1000     -581.43212     -464.01576              0     -117.41636           1000       21908043 
   47700     1000     -576.85991     -473.15079              0     -103.70912           1000       21795055 
   47800     1000     -556.60189     -449.39414              0     -107.20775           1000       21891959 
   47900     1000     -579.96398     -460.20483              0     -119.75915           1000       21843205 
   48000     1000     -557.12877     -441.81164              0     -115.31713           1000       21879905 
   48100     1000     -545.87127     -437.68869              0     -108.18258           1000       21808548 
   48200     1000     -559.19589     -437.19282              0     -122.00307           1000       21840615 
   48300     1000     -522.36712     -413.95499              0     -108.41214           1000       21790622 
   48400     1000     -536.58285     -423.14155              0      -113.4413           1000       21869727 
   48500     1000     -542.76709      -439.3977              0     -103.36939           1000       21833972 
   48600     1000     -539.58287     -423.20985              0     -116.37302           1000       21784125 
   48700     1000     -531.59452     -419.65186              0     -111.94266           1000       21840591 
   48800     1000     -539.82432      -430.1045              0     -109.71981           1000       21926349 
   48900     1000     -560.65784     -461.94667              0     -98.711174           1000       21982214 
   49000     1000     -557.12172     -454.25165              0     -102.87007           1000       21903875 
   49100     1000     -514.61853     -398.09786              0     -116.52068           1000       21899831 
   49200     1000     -547.72922     -428.93681              0     -118.79242           1000       21767333 
   49300     1000     -543.65911     -424.21134              0     -119.44777           1000       21817598 
   49400     1000     -589.35281     -469.84773              0     -119.50507           1000       21846728 
   49500     1000     -543.44142     -427.19434              0     -116.24708           1000       21876193 
   49600     1000     -550.92378     -418.04633              0     -132.87745           1000       21835175 
   49700     1000     -574.48548     -444.91477              0     -129.57071           1000       21749545 
   49800     1000     -574.45879     -451.54562              0     -122.91317           1000       21781487 
   49900     1000     -592.27204     -465.85666              0     -126.41538           1000       21846962 
   50000     1000     -537.21576     -406.81616              0      -130.3996           1000       21886973 
