LAMMPS Description
 
         1000  atoms

           2  atom types

  -0.  10      xlo xhi
  -0.  10      ylo yhi
  -0.  10      zlo zhi
  0 0 0          xy xz yz
 
 

Atoms 

120	1	1	1	3.19446	1.47198	0.0493173
525	2	1	1	2.12921	1.27914	1.73871
371	1	1	1	4.96066	3.71594	1.51489
18	1	1	1	1.99178	2.66971	0.48621
94	1	1	1	2.48369	3.54043	1.94785
25	1	1	1	1.40311	0.705954	1.1807
36	1	1	1	2.06372	0.0165512	1.62195
8	1	1	1	3.43788	2.08296	1.71067
629	2	1	1	4.07501	2.61388	1.15182
5	1	1	1	2.3721	3.8708	0.972081
650	2	1	1	0.513322	3.50485	1.1661
14	1	1	1	3.30637	3.15741	1.48965
264	1	1	1	3.99597	3.88909	1.30975
223	1	1	1	0.769138	2.53592	1.16185
364	1	1	1	4.42437	4.20861	0.45461
107	1	1	1	1.67727	1.6033	0.834871
529	2	1	1	2.66317	2.18259	1.04493
515	2	1	1	4.38529	0.460861	1.66302
244	1	1	1	4.12347	0.548728	0.689442
20	1	1	1	2.8961	0.590556	1.81844
280	1	1	1	4.09058	1.56886	1.13062
620	2	1	1	1.42262	4.4021	0.863099
1000	2	1	1	3.61584	2.34745	0.298776
103	1	1	1	3.30672	3.66328	0.61846
536	2	1	1	0.506242	1.4231	0.0338661
506	2	1	1	0.756058	1.51752	1.26725
626	2	1	1	1.3424	3.43311	0.603282
553	2	1	1	0.710545	0.13029	1.69065
135	1	1	1	1.54086	3.28128	1.698
624	2	1	1	4.32174	4.93777	1.37076
256	1	1	1	4.59462	1.3412	0.297403
260	1	1	1	3.3219	0.0849355	1.06729
616	2	1	1	3.18874	4.51306	1.42814
106	1	1	1	1.71863	2.30972	1.54152
157	1	1	1	1.39788	4.25894	1.85332
516	2	1	1	2.33309	0.851827	0.74353
183	1	1	1	0.469252	4.7154	1.01807
625	2	1	1	0.431384	3.90446	0.222241
91	1	1	1	2.22691	4.78363	1.65527
257	1	1	1	4.93635	2.72645	1.65778
4	1	1	1	3.71994	1.1532	1.96124
522	2	1	1	2.59071	2.54647	1.97358
117	1	1	1	3.12674	1.3034	1.15593
511	2	1	1	1.09486	2.19583	0.278293
911	2	1	1	0.479561	0.568605	0.800894
668	2	1	1	0.0175066	3.94171	1.91892
90	1	1	1	2.96298	4.55784	0.332311
734	2	1	1	4.14442	3.19951	0.298593
672	2	1	1	0.0874036	2.09018	1.7453
759	2	1	1	4.94292	2.04865	0.921923
609	2	1	1	2.00977	4.72549	0.0771512
622	2	1	1	0.975005	4.7615	0.0442537
21	1	1	1	1.82637	0.434575	2.51629
682	2	1	1	2.73006	4.12679	2.71956
647	2	1	1	4.09789	2.21781	4.00687
144	1	1	1	1.66839	3.67126	2.80638
678	2	1	1	3.17561	4.00367	4.00804
502	2	1	1	4.37302	1.38363	3.26847
27	1	1	1	2.58688	0.3541	3.24196
965	2	1	1	1.30968	3.71862	3.81762
61	1	1	1	1.64629	0.51258	3.57788
680	2	1	1	1.19034	2.83721	3.36023
251	1	1	1	4.67509	3.12859	3.81796
517	2	1	1	4.01968	2.95013	2.16916
6	1	1	1	3.39877	1.81711	2.69889
519	2	1	1	4.42401	3.68705	2.95057
509	2	1	1	1.8783	1.55534	3.69869
142	1	1	1	1.0336	2.01686	2.20889
941	2	1	1	0.200224	2.37036	2.82468
919	2	1	1	0.622303	4.39148	3.54348
1	1	1	1	3.66414	-0.00311163	2.17972
458	1	1	1	1.55269	4.84547	3.81505
41	1	1	1	1.12262	1.02846	2.08478
814	2	1	1	0.249878	1.2845	3.46398
130	1	1	1	1.7161	2.71116	2.51869
12	1	1	1	2.66967	1.1367	2.62496
512	2	1	1	3.14123	2.04125	3.7556
151	1	1	1	2.47582	3.35923	3.30855
667	2	1	1	0.270129	1.42068	2.47169
38	1	1	1	3.75245	0.758973	3.88951
936	2	1	1	0.327837	3.43265	3.52197
531	2	1	1	4.79464	0.878714	2.4867
527	2	1	1	3.98585	4.36198	3.54424
383	1	1	1	4.35819	4.3873	2.2049
992	2	1	1	0.658507	0.486212	3.92117
521	2	1	1	4.88952	4.58133	3.15622
136	1	1	1	1.87085	1.73593	2.67803
540	2	1	1	4.48806	0.243752	3.42027
510	2	1	1	3.82827	2.61914	3.11397
19	1	1	1	4.34423	1.87378	2.37762
543	2	1	1	1.04382	1.84589	3.22969
773	2	1	1	4.76645	2.303	3.26098
555	2	1	1	2.19865	2.5641	3.8486
429	1	1	1	0.316145	2.47392	3.81266
316	1	1	1	0.867654	0.588899	2.94606
503	2	1	1	3.59563	0.825938	2.90099
896	2	1	1	0.684328	3.74762	2.63848
690	2	1	1	1.94072	4.71697	2.88897
641	2	1	1	3.45469	3.55152	3.15701
528	2	1	1	3.32834	4.84421	2.36242
225	1	1	1	2.65985	2.43755	2.96524
119	1	1	1	0.634501	2.92382	2.07376
675	2	1	1	2.79786	4.78655	3.49368
907	2	1	1	0.971954	4.70538	2.64052
95	1	1	1	3.53	3.8268	2.1983
200	1	1	1	2.42068	0.232444	4.22057
114	1	1	1	4.66533	1.05417	4.17207
820	2	1	1	1.29144	2.32551	4.21388
47	1	1	1	4.58218	1.62694	5.41173
824	2	1	1	1.60853	3.78784	5.73348
172	1	1	1	3.40302	0.316275	4.71677
718	2	1	1	0.195044	2.01484	5.52217
505	2	1	1	0.46457	3.40514	5.81397
524	2	1	1	3.92176	2.72911	5.62151
839	2	1	1	0.542752	1.67509	4.37
937	2	1	1	2.40898	3.43394	4.30412
811	2	1	1	2.56312	3.94241	5.47647
827	2	1	1	1.50129	3.21607	4.66276
149	1	1	1	4.01841	3.95845	4.54435
925	2	1	1	0.585736	3.59864	4.53838
168	1	1	1	3.27284	4.61394	5.25384
928	2	1	1	1.56012	4.40058	4.94325
148	1	1	1	3.90565	3.73569	5.64382
914	2	1	1	4.66455	4.42661	5.14711
23	1	1	1	2.83857	1.14013	4.06998
594	2	1	1	2.01397	1.94964	4.81071
539	2	1	1	3.71908	1.01853	5.43278
730	2	1	1	0.448201	1.10145	5.18417
689	2	1	1	3.50594	0.0749705	5.69601
450	1	1	1	0.548044	4.81384	4.50272
549	2	1	1	4.4788	0.5282	5.00358
591	2	1	1	1.3824	1.13916	4.46264
243	1	1	1	1.20454	1.80249	5.40493
646	2	1	1	3.70001	3.15054	4.03976
374	1	1	1	0.56418	2.63488	4.82919
418	1	1	1	0.655693	4.27893	5.35584
190	1	1	1	2.18382	2.37868	5.96778
507	2	1	1	3.64717	1.50957	4.55981
155	1	1	1	4.82851	3.44114	4.8243
573	2	1	1	2.44351	2.8468	5.115
766	2	1	1	4.99216	3.00053	5.70786
513	2	1	1	3.42662	2.47159	4.72124
180	1	1	1	2.35376	4.46818	4.33852
154	1	1	1	3.2579	3.44224	4.93961
740	2	1	1	1.30274	2.78848	5.54458
657	2	1	1	4.04878	4.71385	5.88216
187	1	1	1	2.42005	1.04831	4.98002
127	1	1	1	3.19058	1.8697	5.48476
708	2	1	1	1.33883	0.744394	5.46691
204	1	1	1	1.50982	0.160824	4.62706
694	2	1	1	2.19726	0.262065	5.65818
28	1	1	1	4.57748	2.47218	4.87581
671	2	1	1	3.65772	4.87713	4.34771
741	2	1	1	0.595498	0.110952	5.18196
396	1	1	1	4.921	4.19013	4.16747
727	2	1	1	1.99534	1.4003	5.86659
546	2	1	1	2.86016	3.1262	5.98455
722	2	1	1	3.53098	1.20115	7.66642
649	2	1	1	0.253025	3.32206	6.96372
73	1	1	1	1.76664	4.96835	7.07354
199	1	1	1	4.46	0.110232	6.94632
206	1	1	1	1.4538	2.77861	6.53392
198	1	1	1	1.10068	3.71195	6.59942
217	1	1	1	2.50596	3.01162	6.94884
116	1	1	1	3.29449	4.43268	6.50942
203	1	1	1	2.91481	1.87564	6.44683
80	1	1	1	2.56064	4.29532	7.2031
713	2	1	1	4.51677	1.52925	7.9167
233	1	1	1	0.784345	3.14868	7.80347
662	2	1	1	4.29053	4.64227	7.22772
229	1	1	1	0.480606	2.54875	6.33017
736	2	1	1	4.37506	0.540466	7.84576
86	1	1	1	4.61172	2.12069	7.1161
703	2	1	1	3.92189	1.59218	6.24099
480	1	1	1	0.862042	2.22987	7.19865
240	1	1	1	1.74929	2.62707	7.47756
838	2	1	1	0.508916	4.47263	6.3325
129	1	1	1	0.396225	1.21416	7.84873
544	2	1	1	3.69033	3.83636	7.20985
234	1	1	1	2.63807	2.07333	7.38815
997	2	1	1	0.134692	4.86105	7.88908
606	2	1	1	3.22057	3.08059	7.66747
66	1	1	1	4.46368	2.93733	6.55633
583	2	1	1	4.52283	3.40683	7.58494
134	1	1	1	0.0874205	2.16522	7.83182
201	1	1	1	1.68904	1.71911	6.82311
216	1	1	1	0.7618	1.4777	6.24091
724	2	1	1	2.64447	1.08393	6.99731
152	1	1	1	4.3877	3.93382	6.49875
236	1	1	1	3.70678	2.18363	7.60073
551	2	1	1	3.36026	4.92612	7.56949
224	1	1	1	1.68763	0.697511	6.51088
618	2	1	1	2.33806	4.93422	7.93996
123	1	1	1	0.848019	0.865455	7.02752
584	2	1	1	3.51145	2.71913	6.77881
717	2	1	1	3.55004	0.607995	6.75089
611	2	1	1	1.79131	3.64846	7.3199
2	1	1	1	0.871229	4.48616	7.27268
749	2	1	1	1.92319	0.761761	7.6135
209	1	1	1	4.37477	1.1198	7.00079
227	1	1	1	1.33573	1.55701	7.76688
716	2	1	1	2.8744	0.894547	6.03755
596	2	1	1	0.954076	0.113166	6.14324
707	2	1	1	2.56928	0.0865581	6.99701
205	1	1	1	4.38636	0.454894	6.00987
239	1	1	1	3.00932	0.469843	8.10619
732	2	1	1	3.81678	0.326429	8.78245
492	1	1	1	4.12922	0.705826	9.68103
245	1	1	1	3.20584	1.10697	8.93089
587	2	1	1	4.81454	3.32031	9.56077
231	1	1	1	3.11205	2.20051	9.17167
96	1	1	1	2.43502	3.84287	9.86149
237	1	1	1	2.15823	3.96778	8.19365
17	1	1	1	1.39426	2.35635	8.37242
754	2	1	1	3.58685	3.1907	9.32606
138	1	1	1	2.35427	2.00021	9.82654
640	2	1	1	2.11012	1.85242	8.85707
637	2	1	1	2.29267	2.95037	9.16829
597	2	1	1	4.2769	4.03214	8.95557
104	1	1	1	0.925976	4.51975	9.04431
504	2	1	1	1.14115	4.10663	8.15857
774	2	1	1	0.0551974	3.30683	9.21053
585	2	1	1	3.74072	4.35277	9.73802
743	2	1	1	2.69434	2.54063	8.32551
747	2	1	1	2.67752	0.137024	8.99603
110	1	1	1	0.179705	3.96419	8.4207
412	1	1	1	3.1617	0.497816	9.82505
139	1	1	1	2.87043	3.70816	8.84591
7	1	1	1	1.45665	3.4318	8.82649
654	2	1	1	1.41532	0.379877	9.87824
242	1	1	1	2.02081	0.793227	8.61686
868	2	1	1	2.87938	2.9563	9.99346
378	1	1	1	4.64137	2.36757	10.017
54	1	1	1	4.61664	5.02498	8.93133
636	2	1	1	0.800909	1.64143	9.06527
750	2	1	1	2.66091	1.41461	8.14603
670	2	1	1	4.67624	4.4149	8.12239
15	1	1	1	0.463062	2.57426	8.66528
607	2	1	1	3.5003	4.32044	8.35699
619	2	1	1	3.95412	3.26596	8.39863
495	1	1	1	4.00813	1.71021	9.51806
598	2	1	1	4.96449	4.3247	9.62016
642	2	1	1	0.491427	0.590785	9.47984
137	1	1	1	1.02323	0.829138	8.52597
226	1	1	1	3.79046	1.82858	8.53809
760	2	1	1	0.243484	2.32465	9.61201
530	2	1	1	1.45133	3.95747	9.68435
635	2	1	1	2.38639	1.04746	9.51378
998	2	1	1	4.4436	1.10816	8.82093
232	1	1	1	4.34166	2.57042	9.07011
608	2	1	1	1.89036	4.71484	8.80719
526	2	1	1	1.38922	2.5061	9.36122
79	1	1	1	2.76467	4.6012	9.29072
523	2	1	1	1.5069	1.37902	9.8728
235	1	1	1	4.5549	2.52701	8.09234
341	1	1	1	0.660483	7.80583	1.7984
533	2	1	1	1.27586	9.31391	1.57054
330	1	1	1	4.38518	7.92307	0.329237
742	2	1	1	2.57073	8.17763	0.450053
100	1	1	1	3.84877	5.02557	0.493185
627	2	1	1	3.03257	6.38355	1.57927
497	1	1	1	4.60559	8.66146	0.966842
22	1	1	1	1.89105	8.22919	1.41467
825	2	1	1	0.0777308	8.09573	0.668594
981	2	1	1	3.06263	9.1372	0.869087
122	1	1	1	3.1572	7.32921	1.89911
102	1	1	1	2.22828	6.06271	0.967526
278	1	1	1	4.13683	9.45065	1.48572
578	2	1	1	0.12938	5.7705	1.12349
126	1	1	1	1.40197	6.56534	0.701894
82	1	1	1	4.06411	6.96823	0.323104
63	1	1	1	0.967257	8.47475	1.12083
150	1	1	1	0.798015	7.41601	0.527712
651	2	1	1	1.97112	6.6425	1.74071
453	1	1	1	0.757758	6.4266	1.62309
964	2	1	1	4.99354	6.94547	0.806273
605	2	1	1	4.20926	6.30084	1.12616
145	1	1	1	1.13044	9.02951	0.0853777
105	1	1	1	2.41764	6.4213	0.0462492
874	2	1	1	3.92351	8.49179	1.68722
676	2	1	1	2.06226	9.00378	0.69453
621	2	1	1	1.74514	5.68592	0.17707
219	1	1	1	3.54243	8.26842	0.74728
610	2	1	1	1.38734	5.37079	1.1426
632	2	1	1	1.5123	8.13043	0.344012
32	1	1	1	1.49479	9.82804	0.710497
552	2	1	1	2.17794	9.0463	1.91493
221	1	1	1	4.75098	7.13063	1.7588
579	2	1	1	4.13355	5.95235	0.187629
878	2	1	1	2.88692	8.21317	1.50462
592	2	1	1	3.14692	7.36133	0.390589
590	2	1	1	3.91167	7.35969	1.23477
98	1	1	1	3.54328	5.52565	1.63982
113	1	1	1	0.746464	5.86724	0.342452
24	1	1	1	0.524488	9.57434	0.704242
